duration,month,hour,day_of_week,user_type
7.65,9,6,Tuesday,Subscriber
8.916666666666666,9,7,Tuesday,Subscriber
7.416666666666667,9,8,Tuesday,Subscriber
5.5,9,8,Tuesday,Subscriber
16.166666666666668,9,8,Tuesday,Subscriber
4.2,9,8,Tuesday,Subscriber
8.983333333333333,9,8,Tuesday,Subscriber
9.616666666666667,9,8,Tuesday,Subscriber
11.483333333333333,9,9,Tuesday,Subscriber
14.333333333333334,9,9,Tuesday,Subscriber
19.016666666666666,9,10,Tuesday,Subscriber
21.533333333333335,9,10,Tuesday,Subscriber
3.9,9,11,Tuesday,Subscriber
7.966666666666667,9,13,Tuesday,Customer
2.6333333333333333,9,14,Tuesday,Subscriber
2.6666666666666665,9,14,Tuesday,Subscriber
3.0833333333333335,9,14,Tuesday,Subscriber
14.4,9,15,Tuesday,Subscriber
12.9,9,15,Tuesday,Customer
7.833333333333333,9,16,Tuesday,Customer
25.116666666666667,9,16,Tuesday,Subscriber
8.3,9,17,Tuesday,Subscriber
4.933333333333334,9,17,Tuesday,Subscriber
12.433333333333334,9,17,Tuesday,Subscriber
10.6,9,17,Tuesday,Subscriber
6.166666666666667,9,17,Tuesday,Subscriber
10.883333333333333,9,17,Tuesday,Subscriber
4.783333333333333,9,20,Tuesday,Subscriber
15.15,9,6,Wednesday,Subscriber
3.533333333333333,9,7,Wednesday,Subscriber
9.433333333333334,9,8,Wednesday,Subscriber
13.233333333333333,9,9,Wednesday,Customer
11.716666666666667,9,9,Wednesday,Subscriber
9.85,9,10,Wednesday,Subscriber
5.216666666666667,9,11,Wednesday,Subscriber
15.1,9,11,Wednesday,Customer
3.95,9,11,Wednesday,Subscriber
3.1666666666666665,9,11,Wednesday,Subscriber
8.783333333333333,9,12,Wednesday,Subscriber
1.8833333333333333,9,12,Wednesday,Subscriber
4.55,9,14,Wednesday,Subscriber
12.683333333333334,9,15,Wednesday,Subscriber
12.383333333333333,9,16,Wednesday,Subscriber
9.783333333333333,9,16,Wednesday,Subscriber
7.633333333333334,9,17,Wednesday,Subscriber
6.45,9,17,Wednesday,Subscriber
17.383333333333333,9,17,Wednesday,Subscriber
11.9,9,17,Wednesday,Subscriber
11.516666666666667,9,18,Wednesday,Subscriber
8.633333333333333,9,18,Wednesday,Subscriber
9.966666666666667,9,18,Wednesday,Subscriber
4.083333333333333,9,6,Thursday,Subscriber
13.933333333333334,9,6,Thursday,Subscriber
6.783333333333333,9,6,Thursday,Subscriber
11.416666666666666,9,7,Thursday,Subscriber
10.733333333333333,9,7,Thursday,Subscriber
6.366666666666666,9,7,Thursday,Subscriber
11.316666666666666,9,8,Thursday,Subscriber
9.25,9,8,Thursday,Subscriber
11.6,9,8,Thursday,Subscriber
9.033333333333333,9,8,Thursday,Subscriber
8.316666666666666,9,8,Thursday,Subscriber
13.966666666666667,9,8,Thursday,Subscriber
4.35,9,9,Thursday,Subscriber
4.633333333333334,9,9,Thursday,Subscriber
380.15,9,11,Thursday,Customer
5.633333333333334,9,11,Thursday,Subscriber
7.916666666666667,9,12,Thursday,Subscriber
4.766666666666667,9,13,Thursday,Subscriber
4.616666666666666,9,15,Thursday,Subscriber
14.266666666666667,9,15,Thursday,Subscriber
6.416666666666667,9,16,Thursday,Subscriber
9.95,9,16,Thursday,Subscriber
4.416666666666667,9,16,Thursday,Subscriber
8.4,9,16,Thursday,Subscriber
4.85,9,16,Thursday,Subscriber
5.216666666666667,9,16,Thursday,Subscriber
6.716666666666667,9,16,Thursday,Subscriber
10.15,9,17,Thursday,Subscriber
9.733333333333333,9,17,Thursday,Subscriber
3.5,9,17,Thursday,Subscriber
8.466666666666667,9,17,Thursday,Subscriber
3.8666666666666667,9,18,Thursday,Subscriber
4.1,9,18,Thursday,Subscriber
12.266666666666667,9,19,Thursday,Subscriber
3.216666666666667,9,6,Friday,Subscriber
13.266666666666667,9,7,Friday,Subscriber
8.933333333333334,9,7,Friday,Subscriber
9.016666666666667,9,8,Friday,Subscriber
