duration,month,hour,day_of_week,user_type
15.433333333333334,3,23,Thursday,Subscriber
3.3,3,22,Thursday,Subscriber
2.066666666666667,3,22,Thursday,Subscriber
19.683333333333334,3,22,Thursday,Subscriber
10.933333333333334,3,22,Thursday,Subscriber
19.0,3,21,Thursday,Subscriber
6.966666666666667,3,21,Thursday,Subscriber
17.033333333333335,3,20,Thursday,Subscriber
6.116666666666666,3,20,Thursday,Subscriber
6.316666666666666,3,20,Thursday,Subscriber
11.3,3,20,Thursday,Subscriber
8.3,3,20,Thursday,Subscriber
8.283333333333333,3,19,Thursday,Subscriber
36.03333333333333,3,19,Thursday,Subscriber
5.833333333333333,3,19,Thursday,Subscriber
5.35,3,19,Thursday,Subscriber
6.416666666666667,3,19,Thursday,Subscriber
12.133333333333333,3,19,Thursday,Subscriber
2.533333333333333,3,19,Thursday,Subscriber
8.7,3,19,Thursday,Subscriber
6.933333333333334,3,19,Thursday,Subscriber
13.716666666666667,3,18,Thursday,Subscriber
20.066666666666666,3,18,Thursday,Subscriber
21.816666666666666,3,18,Thursday,Customer
14.283333333333333,3,18,Thursday,Subscriber
6.266666666666667,3,18,Thursday,Subscriber
10.3,3,18,Thursday,Subscriber
4.733333333333333,3,18,Thursday,Subscriber
9.116666666666667,3,18,Thursday,Subscriber
4.266666666666667,3,17,Thursday,Subscriber
7.8,3,17,Thursday,Subscriber
9.716666666666667,3,17,Thursday,Subscriber
2.466666666666667,3,17,Thursday,Subscriber
14.566666666666666,3,17,Thursday,Subscriber
4.75,3,17,Thursday,Subscriber
9.35,3,17,Thursday,Subscriber
4.533333333333333,3,17,Thursday,Subscriber
5.25,3,17,Thursday,Subscriber
14.433333333333334,3,17,Thursday,Subscriber
22.316666666666666,3,17,Thursday,Customer
20.916666666666668,3,17,Thursday,Subscriber
9.733333333333333,3,17,Thursday,Subscriber
6.183333333333334,3,17,Thursday,Subscriber
10.333333333333334,3,17,Thursday,Subscriber
29.8,3,17,Thursday,Subscriber
2.4833333333333334,3,17,Thursday,Subscriber
12.183333333333334,3,17,Thursday,Subscriber
10.383333333333333,3,17,Thursday,Subscriber
14.216666666666667,3,17,Thursday,Subscriber
5.866666666666666,3,17,Thursday,Subscriber
12.75,3,17,Thursday,Subscriber
10.7,3,17,Thursday,Subscriber
6.583333333333333,3,17,Thursday,Subscriber
14.016666666666667,3,17,Thursday,Subscriber
5.65,3,16,Thursday,Subscriber
8.116666666666667,3,16,Thursday,Subscriber
19.05,3,16,Thursday,Subscriber
12.283333333333333,3,16,Thursday,Subscriber
8.483333333333333,3,16,Thursday,Subscriber
10.016666666666667,3,16,Thursday,Subscriber
4.383333333333334,3,16,Thursday,Subscriber
9.033333333333333,3,16,Thursday,Subscriber
18.033333333333335,3,16,Thursday,Subscriber
26.366666666666667,3,16,Thursday,Customer
3.433333333333333,3,16,Thursday,Subscriber
12.333333333333334,3,16,Thursday,Customer
16.616666666666667,3,16,Thursday,Subscriber
2.85,3,16,Thursday,Subscriber
37.75,3,16,Thursday,Subscriber
25.7,3,15,Thursday,Customer
11.45,3,15,Thursday,Subscriber
11.366666666666667,3,15,Thursday,Subscriber
8.783333333333333,3,15,Thursday,Subscriber
30.5,3,15,Thursday,Subscriber
29.583333333333332,3,15,Thursday,Customer
23.666666666666668,3,15,Thursday,Subscriber
3.8666666666666667,3,15,Thursday,Subscriber
3.1,3,15,Thursday,Subscriber
10.666666666666666,3,14,Thursday,Customer
16.583333333333332,3,14,Thursday,Subscriber
24.8,3,14,Thursday,Customer
10.05,3,14,Thursday,Subscriber
5.9,3,14,Thursday,Customer
25.733333333333334,3,14,Thursday,Subscriber
3.5,3,14,Thursday,Subscriber
189.93333333333334,3,14,Thursday,Subscriber
6.0,3,13,Thursday,Subscriber
1.1,3,13,Thursday,Subscriber
26.166666666666668,3,13,Thursday,Customer
91.3,3,12,Thursday,Customer
5.25,3,12,Thursday,Subscriber
7.833333333333333,3,12,Thursday,Subscriber
4.35,3,11,Thursday,Subscriber
8.8,3,11,Thursday,Subscriber
10.7,3,11,Thursday,Subscriber
9.483333333333333,3,11,Thursday,Subscriber
14.4,3,11,Thursday,Subscriber
42.6,3,11,Thursday,Customer
5.433333333333334,3,11,Thursday,Subscriber
16.516666666666666,3,10,Thursday,Subscriber
4.65,3,10,Thursday,Subscriber
2.816666666666667,3,9,Thursday,Subscriber
7.516666666666667,3,9,Thursday,Subscriber
10.55,3,9,Thursday,Subscriber
21.7,3,9,Thursday,Subscriber
12.066666666666666,3,8,Thursday,Subscriber
13.25,3,8,Thursday,Subscriber
18.0,3,8,Thursday,Subscriber
7.033333333333333,3,8,Thursday,Subscriber
20.916666666666668,3,8,Thursday,Customer
9.333333333333334,3,8,Thursday,Subscriber
3.3666666666666667,3,7,Thursday,Subscriber
7.483333333333333,3,7,Thursday,Subscriber
6.883333333333334,3,7,Thursday,Subscriber
2.45,3,7,Thursday,Subscriber
3.45,3,7,Thursday,Subscriber
7.533333333333333,3,6,Thursday,Subscriber
11.833333333333334,3,6,Thursday,Subscriber
6.983333333333333,3,6,Thursday,Subscriber
7.516666666666667,3,6,Thursday,Subscriber
6.783333333333333,3,4,Thursday,Subscriber
9.833333333333334,3,0,Thursday,Subscriber
17.9,3,23,Wednesday,Subscriber
17.216666666666665,3,21,Wednesday,Subscriber
12.333333333333334,3,21,Wednesday,Subscriber
11.45,3,19,Wednesday,Subscriber
3.3333333333333335,3,19,Wednesday,Subscriber
10.366666666666667,3,19,Wednesday,Subscriber
14.05,3,19,Wednesday,Subscriber
10.383333333333333,3,19,Wednesday,Subscriber
6.5,3,19,Wednesday,Subscriber
24.75,3,19,Wednesday,Subscriber
6.833333333333333,3,18,Wednesday,Subscriber
10.633333333333333,3,18,Wednesday,Subscriber
5.5,3,18,Wednesday,Subscriber
2.3333333333333335,3,18,Wednesday,Subscriber
6.016666666666667,3,18,Wednesday,Subscriber
16.05,3,18,Wednesday,Subscriber
9.9,3,17,Wednesday,Subscriber
18.9,3,17,Wednesday,Subscriber
10.333333333333334,3,17,Wednesday,Subscriber
2.45,3,17,Wednesday,Subscriber
22.133333333333333,3,17,Wednesday,Subscriber
5.75,3,17,Wednesday,Customer
5.783333333333333,3,17,Wednesday,Subscriber
7.65,3,17,Wednesday,Subscriber
20.866666666666667,3,17,Wednesday,Subscriber
12.383333333333333,3,17,Wednesday,Subscriber
3.5833333333333335,3,17,Wednesday,Subscriber
3.35,3,17,Wednesday,Subscriber
5.45,3,17,Wednesday,Subscriber
11.283333333333333,3,17,Wednesday,Subscriber
9.733333333333333,3,17,Wednesday,Subscriber
16.25,3,16,Wednesday,Subscriber
9.583333333333334,3,16,Wednesday,Subscriber
3.0,3,16,Wednesday,Subscriber
9.083333333333334,3,16,Wednesday,Subscriber
4.883333333333334,3,16,Wednesday,Subscriber
10.333333333333334,3,16,Wednesday,Subscriber
6.366666666666666,3,16,Wednesday,Subscriber
35.78333333333333,3,16,Wednesday,Customer
2.6,3,16,Wednesday,Subscriber
